id1,id2,weight
BrighamYoung,FloridaState,1
BrighamYoung,NewMexico,1
BrighamYoung,SanDiegoState,1
BrighamYoung,Wyoming,1
BrighamYoung,Utah,1
BrighamYoung,Virginia,1
BrighamYoung,Syracuse,1
BrighamYoung,ColoradoState,1
BrighamYoung,MississippiState,1
BrighamYoung,UtahState,1
BrighamYoung,AirForce,1
BrighamYoung,NevadaLasVegas,1
FloridaState,NorthCarolinaState,1
FloridaState,Florida,1
FloridaState,Virginia,1
FloridaState,GeorgiaTech,1
FloridaState,Duke,1
FloridaState,Louisville,1
FloridaState,NorthCarolina,1
FloridaState,MiamiFlorida,1
FloridaState,Clemson,1
FloridaState,WakeForest,1
FloridaState,Maryland,1
Iowa,KansasState,1
Iowa,PennState,1
Iowa,Northwestern,1
Iowa,WesternMichigan,1
Iowa,Wisconsin,1
Iowa,OhioState,1
Iowa,Minnesota,1
Iowa,Illinois,1
Iowa,IowaState,1
Iowa,Nebraska,1
Iowa,MichiganState,1
Iowa,Indiana,1
KansasState,TexasTech,1
KansasState,NorthTexas,1
KansasState,BallState,1
KansasState,Colorado,1
KansasState,Kansas,1
KansasState,LouisianaTech,1
KansasState,IowaState,1
KansasState,Nebraska,1
KansasState,TexasA&M,1
KansasState,Oklahoma,1
KansasState,Missouri,1
NewMexico,TexasTech,1
NewMexico,SanDiegoState,1
NewMexico,Wyoming,1
NewMexico,Utah,1
NewMexico,BoiseState,1
NewMexico,ColoradoState,1
NewMexico,NewMexicoState,1
NewMexico,AirForce,1
NewMexico,NevadaLasVegas,1
NewMexico,OregonState,1
TexasTech,Baylor,1
TexasTech,NorthTexas,1
TexasTech,Kansas,1
TexasTech,Nebraska,1
TexasTech,TexasA&M,1
TexasTech,Oklahoma,1
TexasTech,UtahState,1
TexasTech,LouisianaLafayette,1
TexasTech,Texas,1
TexasTech,OklahomaState,1
PennState,SouthernCalifornia,1
PennState,Michigan,1
PennState,Purdue,1
PennState,OhioState,1
PennState,Pittsburgh,1
PennState,LouisianaTech,1
PennState,Minnesota,1
PennState,Illinois,1
PennState,Toledo,1
PennState,MichiganState,1
PennState,Indiana,1
SouthernCalifornia,ArizonaState,1
SouthernCalifornia,UCLA,1
SouthernCalifornia,Arizona,1
SouthernCalifornia,Colorado,1
SouthernCalifornia,Oregon,1
SouthernCalifornia,SanJoseState,1
SouthernCalifornia,Stanford,1
SouthernCalifornia,WashingtonState,1
SouthernCalifornia,NotreDame,1
SouthernCalifornia,OregonState,1
SouthernCalifornia,California,1
ArizonaState,SanDiegoState,1
ArizonaState,UCLA,1
ArizonaState,Arizona,1
ArizonaState,ColoradoState,1
ArizonaState,Washington,1
ArizonaState,Oregon,1
ArizonaState,Stanford,1
ArizonaState,WashingtonState,1
ArizonaState,UtahState,1
ArizonaState,California,1
SanDiegoState,Wyoming,1
SanDiegoState,Arizona,1
SanDiegoState,Utah,1
SanDiegoState,ColoradoState,1
SanDiegoState,Illinois,1
SanDiegoState,AirForce,1
SanDiegoState,NevadaLasVegas,1
SanDiegoState,OregonState,1
Baylor,NorthTexas,1
Baylor,Minnesota,1
Baylor,IowaState,1
Baylor,Nebraska,1
Baylor,TexasA&M,1
Baylor,Oklahoma,1
Baylor,Texas,1
Baylor,Missouri,1
Baylor,OklahomaState,1
NorthTexas,ArkansasState,1
NorthTexas,BoiseState,1
NorthTexas,Idaho,1
NorthTexas,NewMexicoState,1
NorthTexas,UtahState,1
NorthTexas,LouisianaLafayette,1
NorthTexas,NevadaLasVegas,1
NorthernIllinois,Northwestern,1
NorthernIllinois,WesternMichigan,1
NorthernIllinois,Auburn,1
NorthernIllinois,Akron,1
NorthernIllinois,BallState,1
NorthernIllinois,Buffalo,1
NorthernIllinois,CentralFlorida,1
NorthernIllinois,CentralMichigan,1
NorthernIllinois,EasternMichigan,1
NorthernIllinois,Toledo,1
Northwestern,Wisconsin,1
Northwestern,Michigan,1
Northwestern,Purdue,1
Northwestern,Duke,1
Northwestern,Minnesota,1
Northwestern,Illinois,1
Northwestern,MichiganState,1
Northwestern,Indiana,1
Northwestern,TexasChristian,1
WesternMichigan,Wisconsin,1
WesternMichigan,BallState,1
WesternMichigan,CentralMichigan,1
WesternMichigan,EasternMichigan,1
WesternMichigan,Kent,1
WesternMichigan,Ohio,1
WesternMichigan,Toledo,1
WesternMichigan,Marshall,1
Wisconsin,Michigan,1
Wisconsin,Purdue,1
Wisconsin,OhioState,1
Wisconsin,Minnesota,1
Wisconsin,Oregon,1
Wisconsin,Cincinnati,1
Wisconsin,MichiganState,1
Wisconsin,Indiana,1
Wisconsin,Hawaii,1
Wyoming,Auburn,1
Wyoming,Utah,1
Wyoming,CentralMichigan,1
Wyoming,ColoradoState,1
Wyoming,Nevada,1
Wyoming,TexasA&M,1
Wyoming,AirForce,1
Wyoming,NevadaLasVegas,1
Auburn,Alabama,1
Auburn,Florida,1
Auburn,LouisianaTech,1
Auburn,Vanderbilt,1
Auburn,MississippiState,1
Auburn,Mississippi,1
Auburn,Georgia,1
Auburn,LouisianaState,1
Auburn,Arkansas,1
Akron,VirginiaTech,1
Akron,BowlingGreenState,1
Akron,Buffalo,1
Akron,CentralFlorida,1
Akron,CentralMichigan,1
Akron,Connecticut,1
Akron,Kent,1
Akron,MiamiOhio,1
Akron,Ohio,1
Akron,Marshall,1
VirginiaTech,BostonCollege,1
VirginiaTech,WestVirginia,1
VirginiaTech,Virginia,1
VirginiaTech,Syracuse,1
VirginiaTech,CentralFlorida,1
VirginiaTech,EastCarolina,1
VirginiaTech,Pittsburgh,1
VirginiaTech,Temple,1
VirginiaTech,Rutgers,1
VirginiaTech,MiamiFlorida,1
Alabama,UCLA,1
Alabama,CentralFlorida,1
Alabama,Vanderbilt,1
Alabama,MississippiState,1
Alabama,SouthCarolina,1
Alabama,SouthernMississippi,1
Alabama,Tennessee,1
Alabama,Mississippi,1
Alabama,LouisianaState,1
Alabama,Arkansas,1
UCLA,Arizona,1
UCLA,Michigan,1
UCLA,FresnoState,1
UCLA,Washington,1
UCLA,Oregon,1
UCLA,Stanford,1
UCLA,OregonState,1
UCLA,California,1
Arizona,Utah,1
Arizona,OhioState,1
Arizona,Washington,1
Arizona,Oregon,1
Arizona,Stanford,1
Arizona,WashingtonState,1
Arizona,OregonState,1
Utah,ColoradoState,1
Utah,WashingtonState,1
Utah,UtahState,1
Utah,AirForce,1
Utah,NevadaLasVegas,1
Utah,California,1
ArkansasState,NorthCarolinaState,1
ArkansasState,BoiseState,1
ArkansasState,Idaho,1
ArkansasState,Memphis,1
ArkansasState,NewMexicoState,1
ArkansasState,Oklahoma,1
ArkansasState,Mississippi,1
ArkansasState,UtahState,1
ArkansasState,TexasChristian,1
NorthCarolinaState,Virginia,1
NorthCarolinaState,GeorgiaTech,1
NorthCarolinaState,Duke,1
NorthCarolinaState,SouthernMethodist,1
NorthCarolinaState,NorthCarolina,1
NorthCarolinaState,Clemson,1
NorthCarolinaState,WakeForest,1
NorthCarolinaState,Indiana,1
NorthCarolinaState,Maryland,1
BallState,Florida,1
BallState,Buffalo,1
BallState,CentralMichigan,1
BallState,Connecticut,1
BallState,EasternMichigan,1
BallState,MiamiOhio,1
BallState,Toledo,1
Florida,Kentucky,1
Florida,Vanderbilt,1
Florida,MiddleTennesseeState,1
Florida,MississippiState,1
Florida,SouthCarolina,1
Florida,Tennessee,1
Florida,Georgia,1
Florida,LouisianaState,1
BoiseState,CentralMichigan,1
BoiseState,Idaho,1
BoiseState,NewMexicoState,1
BoiseState,WashingtonState,1
BoiseState,UtahState,1
BoiseState,Arkansas,1
BostonCollege,WestVirginia,1
BostonCollege,Syracuse,1
BostonCollege,Connecticut,1
BostonCollege,Pittsburgh,1
BostonCollege,Temple,1
BostonCollege,Navy,1
BostonCollege,NotreDame,1
BostonCollege,Army,1
BostonCollege,Rutgers,1
BostonCollege,MiamiFlorida,1
WestVirginia,Syracuse,1
WestVirginia,EastCarolina,1
WestVirginia,Idaho,1
WestVirginia,Pittsburgh,1
WestVirginia,Temple,1
WestVirginia,NotreDame,1
WestVirginia,Rutgers,1
WestVirginia,MiamiFlorida,1
WestVirginia,Maryland,1
BowlingGreenState,Michigan,1
BowlingGreenState,Buffalo,1
BowlingGreenState,EasternMichigan,1
BowlingGreenState,Kent,1
BowlingGreenState,Pittsburgh,1
BowlingGreenState,MiamiOhio,1
BowlingGreenState,Ohio,1
BowlingGreenState,Temple,1
BowlingGreenState,Toledo,1
BowlingGreenState,Marshall,1
Michigan,Purdue,1
Michigan,OhioState,1
Michigan,Rice,1
Michigan,Illinois,1
Michigan,MichiganState,1
Michigan,Indiana,1
Virginia,GeorgiaTech,1
Virginia,Duke,1
Virginia,NorthCarolina,1
Virginia,Clemson,1
Virginia,WakeForest,1
Virginia,Maryland,1
Buffalo,Syracuse,1
Buffalo,Connecticut,1
Buffalo,Kent,1
Buffalo,MiamiOhio,1
Buffalo,Ohio,1
Buffalo,Rutgers,1
Buffalo,Marshall,1
Syracuse,EastCarolina,1
Syracuse,Pittsburgh,1
Syracuse,Temple,1
Syracuse,Cincinnati,1
Syracuse,Rutgers,1
Syracuse,MiamiFlorida,1
CentralFlorida,GeorgiaTech,1
CentralFlorida,EasternMichigan,1
CentralFlorida,LouisianaTech,1
CentralFlorida,LouisianaMonroe,1
GeorgiaTech,Duke,1
GeorgiaTech,Navy,1
GeorgiaTech,NorthCarolina,1
GeorgiaTech,Georgia,1
GeorgiaTech,Clemson,1
GeorgiaTech,WakeForest,1
GeorgiaTech,Maryland,1
CentralMichigan,Purdue,1
CentralMichigan,EasternMichigan,1
CentralMichigan,Kent,1
CentralMichigan,Ohio,1
CentralMichigan,Toledo,1
Purdue,OhioState,1
Purdue,Kent,1
Purdue,Minnesota,1
Purdue,NotreDame,1
Purdue,MichiganState,1
Purdue,Indiana,1
Colorado,ColoradoState,1
Colorado,Washington,1
Colorado,Kansas,1
Colorado,IowaState,1
Colorado,Nebraska,1
Colorado,TexasA&M,1
Colorado,Texas,1
Colorado,Missouri,1
Colorado,OklahomaState,1
ColoradoState,Nevada,1
ColoradoState,AirForce,1
ColoradoState,NevadaLasVegas,1
Connecticut,EasternMichigan,1
Connecticut,Louisville,1
Connecticut,MiddleTennesseeState,1
EasternMichigan,MiamiOhio,1
EasternMichigan,SouthCarolina,1
EasternMichigan,Temple,1
EasternMichigan,Toledo,1
EastCarolina,Duke,1
EastCarolina,Houston,1
EastCarolina,Louisville,1
EastCarolina,Memphis,1
EastCarolina,SouthernMississippi,1
EastCarolina,Tulane,1
EastCarolina,Army,1
EastCarolina,AlabamaBirmingham,1
Duke,Vanderbilt,1
Duke,NorthCarolina,1
Duke,Clemson,1
Duke,WakeForest,1
Duke,Maryland,1
FresnoState,OhioState,1
FresnoState,Rice,1
FresnoState,SouthernMethodist,1
FresnoState,Nevada,1
FresnoState,SanJoseState,1
FresnoState,TexasElPaso,1
FresnoState,Tulsa,1
FresnoState,TexasChristian,1
FresnoState,California,1
FresnoState,Hawaii,1
OhioState,Minnesota,1
OhioState,MiamiOhio,1
OhioState,Illinois,1
OhioState,MichiganState,1
Houston,Rice,1
Houston,SouthernMethodist,1
Houston,Louisville,1
Houston,Memphis,1
Houston,SouthernMississippi,1
Houston,Tulane,1
Houston,Army,1
Houston,Cincinnati,1
Houston,LouisianaState,1
Houston,Texas,1
Rice,SouthernMethodist,1
Rice,Nevada,1
Rice,SanJoseState,1
Rice,TexasElPaso,1
Rice,Oklahoma,1
Rice,Tulsa,1
Rice,TexasChristian,1
