id1,id2,weight
35,1033,1
35,103482,1
35,103515,1
35,1050679,1
35,1103960,1
35,1103985,1
35,1109199,1
35,1112911,1
35,1113438,1
35,1113831,1
35,1114331,1
35,1117476,1
35,1119505,1
35,1119708,1
35,1120431,1
35,1123756,1
35,1125386,1
35,1127430,1
35,1127913,1
35,1128204,1
35,1128227,1
35,1128314,1
35,1128453,1
35,1128945,1
35,1128959,1
35,1128985,1
35,1129018,1
35,1129027,1
35,1129573,1
35,1129683,1
35,1129778,1
35,1130847,1
35,1130856,1
35,1131116,1
35,1131360,1
35,1131557,1
35,1131752,1
35,1133196,1
35,1133338,1
35,1136814,1
35,1137466,1
35,1152421,1
35,1152508,1
35,1153065,1
35,1153280,1
35,1153577,1
35,1153853,1
35,1153943,1
35,1154176,1
35,1154459,1
35,116552,1
35,12576,1
35,128540,1
35,132806,1
35,135130,1
35,141342,1
35,141347,1
35,148170,1
35,15670,1
35,1688,1
35,175291,1
35,178727,1
35,18582,1
35,190697,1
35,190706,1
35,1956,1
35,197054,1
35,198443,1
35,198653,1
35,206371,1
35,210871,1
35,229635,1
35,231249,1
35,248425,1
35,249421,1
35,254923,1
35,259701,1
35,259702,1
35,263279,1
35,263498,1
35,265203,1
35,273152,1
35,27510,1
35,28290,1
35,286500,1
35,287787,1
35,28851,1
35,289779,1
35,289780,1
35,289781,1
35,307015,1
35,335733,1
35,33904,1
35,33907,1
35,35061,1
35,38205,1
35,387795,1
35,415693,1
35,41714,1
35,427606,1
35,44368,1
35,45599,1
35,46079,1
35,46431,1
35,486840,1
35,48766,1
35,503883,1
35,503893,1
35,513189,1
35,54129,1
35,54131,1
35,56119,1
35,561238,1
35,568857,1
35,573964,1
35,573978,1
35,574009,1
35,574264,1
35,574462,1
35,575077,1
35,575292,1
35,575331,1
35,576725,1
35,576795,1
35,577227,1
35,578780,1
35,579008,1
35,592973,1
35,593091,1
35,593105,1
35,593240,1
35,593260,1
35,593813,1
35,594047,1
35,594543,1
35,594649,1
35,594900,1
35,608326,1
35,634902,1
35,634904,1
35,634938,1
35,634975,1
35,640617,1
35,646809,1
35,646837,1
35,647408,1
35,647447,1
35,66556,1
35,66563,1
35,66805,1
35,69284,1
35,69296,1
35,694759,1
35,735303,1
35,78511,1
35,787016,1
35,801170,1
35,81722,1
35,82098,1
35,84021,1
35,85352,1
35,86359,1
35,8865,1
35,887,1
35,97645,1
35,98698,1
40,1109017,1
40,1114442,1
40,116552,1
114,1103315,1
114,1105394,1
114,1106112,1
114,1106172,1
114,1106406,1
114,1107455,1
114,1111052,1
114,1114125,1
114,1117942,1
114,1118245,1
114,1118332,1
114,1120170,1
114,1126029,1
114,124064,1
114,128,1
114,130,1
114,136665,1
114,191404,1
114,193742,1
114,23258,1
114,28227,1
114,28287,1
114,28350,1
114,28387,1
114,28471,1
114,28485,1
114,341188,1
114,38480,1
114,39403,1
114,434,1
114,55968,1
114,58540,1
114,6155,1
114,6170,1
114,6196,1
114,6220,1
114,64484,1
114,7432,1
114,755217,1
114,8213,1
114,91975,1
114,976334,1
117,1109581,1
117,149669,1
117,17476,1
117,189708,1
117,206259,1
117,28202,1
117,28278,1
117,28387,1
117,28471,1
117,32872,1
117,33013,1
117,341188,1
117,38480,1
117,39403,1
117,6170,1
117,6214,1
117,75674,1
128,1114125,1
128,20526,1
128,39403,1
128,91975,1
130,13960,1
130,345340,1
130,39403,1
288,1118092,1
288,36167,1
424,1135125,1
424,218666,1
424,47684,1
434,267003,1
463,58454,1
504,1102364,1
504,1112650,1
504,506,1
504,89416,1
506,1102364,1
506,1106546,1
506,89416,1
887,10796,1
887,1105033,1
887,1111304,1
887,1112911,1
887,1113614,1
887,114308,1
887,12576,1
887,134128,1
887,161221,1
887,170798,1
887,17476,1
887,19045,1
887,20972,1
887,265203,1
887,28456,1
887,299195,1
887,299197,1
887,334153,1
887,35490,1
887,38205,1
887,595056,1
887,6151,1
887,6213,1
887,6215,1
887,64519,1
887,87363,1
887,976334,1
906,1103979,1
906,1105344,1
906,1114352,1
906,1136397,1
906,1140040,1
906,34355,1
906,910,1
910,1104379,1
910,1105344,1
910,1105530,1
910,1108834,1
910,1110520,1
910,1114118,1
910,1116569,1
910,1118848,1
910,1120858,1
910,1122460,1
910,1126044,1
910,1129111,1
910,1135137,1
910,1140040,1
910,1152194,1
910,12439,1
910,12946,1
910,131042,1
910,13136,1
910,160705,1
910,227286,1
910,242637,1
910,28278,1
910,31043,1
910,340075,1
910,340078,1
910,34355,1
910,35905,1
910,42847,1
910,436796,1
910,48550,1
910,5462,1
910,576257,1
910,58552,1
910,5869,1
910,636511,1
910,67292,1
910,675649,1
910,684372,1
910,755217,1
910,94953,1
936,1107010,1
936,1111899,1
936,129558,1
936,1956,1
936,207395,1
936,3084,1
936,3828,1
936,38845,1
940,20180,1
940,28265,1
940,3828,1
941,129558,1
941,20180,1
941,28265,1
941,3828,1
941,940,1
943,1152896,1
943,3828,1
943,91852,1
1026,1034,1
1026,1102550,1
1026,1105231,1
1026,1129798,1
1026,1153945,1
1033,1034,1
1033,1107062,1
1034,1153945,1
1035,1034,1
1035,1107062,1
1035,1110515,1
1213,1154525,1
1213,409725,1
1213,8766,1
1237,102938,1
1237,1102400,1
1237,1106112,1
1237,143676,1
1246,1102400,1
1246,1104007,1
1246,42207,1
1246,57764,1
1246,6125,1
1272,1102625,1
1272,1108167,1
1272,1120962,1
1272,112378,1
1272,1123867,1
1272,1128256,1
1272,1129208,1
1272,1135125,1
1272,1135358,1
1272,157805,1
1272,18615,1
1272,192734,1
1272,20593,1
1272,254923,1
1272,27230,1
1272,284414,1
1272,30895,1
1272,30901,1
1272,444240,1
1272,520471,1
1272,52835,1
1272,552469,1
1272,560936,1
1272,591016,1
1272,636098,1
1272,65653,1
1272,6917,1
1272,6923,1
1272,85452,1
1272,85688,1
1272,93923,1
1272,97892,1
1365,1031453,1
1365,1102407,1
1365,1105062,1
1365,1106287,1
1365,1108050,1
1365,1110494,1
1365,1110998,1
1365,1113995,1
1365,1114153,1
1365,1114352,1
1365,1114388,1
1365,1114605,1
1365,1116347,1
1365,1116594,1
1365,1117653,1
1365,1119140,1
1365,1120211,1
1365,1120866,1
1365,1128839,1
1365,1129443,1
1365,1130600,1
1365,1131647,1
1365,1131745,1
1365,1131748,1
1365,1132922,1
1365,1132968,1
1365,1135137,1
1365,1135368,1
1365,1136422,1
1365,1136442,1
1365,1152143,1
1365,1152821,1
1365,1154169,1
1365,120084,1
1365,139865,1
1365,157401,1
1365,161221,1
1365,171225,1
1365,184918,1
1365,188318,1
1365,188471,1
1365,22835,1
1365,23448,1
1365,23502,1
1365,23507,1
1365,237521,1
1365,26850,1
1365,330148,1
1365,340075,1
1365,340299,1
1365,39904,1
1365,436796,1
1365,49482,1
1365,560936,1
1365,562123,1
1365,628500,1
1365,648232,1
1365,649731,1
1365,69392,1
1365,7276,1
1365,7297,1
1365,77758,1
1365,782486,1
1365,83826,1
1365,85299,1
1365,853150,1
1365,90888,1
1365,93555,1
1365,948299,1
1365,948846,1
1365,949318,1
1365,949511,1
1365,950052,1
1365,950305,1
1481,1102567,1
1481,1106052,1
1481,1108267,1
1481,1111614,1
1481,1113934,1
1481,1114864,1
1481,1117184,1
1481,1119295,1
1481,1120563,1
1481,1153891,1
1481,13960,1
1481,200480,1
1481,399173,1
1481,4878,1
1481,521207,1
1481,521269,1
1688,1103985,1
1688,1131360,1
1688,1133338,1
1688,1134022,1
1688,1136814,1
1688,1153065,1
1688,152483,1
1688,1694,1
1688,39474,1
1688,44368,1
1688,576725,1
1688,647413,1
1688,69284,1
1688,694759,1
1688,84021,1
1694,39474,1
1717,1115291,1
1717,1116336,1
1717,1135108,1
1717,50381,1
1717,733167,1
1786,35797,1
1817,1114502,1
1919,1108389,1
1919,1109581,1
1949,129042,1
1949,3101,1
1951,3095,1
1952,1107215,1
1952,1111899,1
1952,1949,1
1952,3101,1
1953,1153166,1
1953,1153724,1
1953,1153728,1
1953,1949,1
1955,110163,1
1955,1110390,1
1955,1125386,1
