id1,id2,weight
100monkeystyping.com,rudepundit.blogspot.com,1
100monkeystyping.com,townhall.com/clog,1
100monkeystyping.com,tbogg.blogspot.com,1
100monkeystyping.com,americablog.blogspot.com,1
100monkeystyping.com,powerlineblog.com,1
100monkeystyping.com,oliverwillis.com,1
100monkeystyping.com,mydd.com,1
100monkeystyping.com,talkleft.com,1
100monkeystyping.com,lightupthedarkness.org,1
100monkeystyping.com,blogforamerica.com,1
100monkeystyping.com,dailykos.com,1
100monkeystyping.com,juancole.com,1
100monkeystyping.com,atrios.blogspot.com,1
100monkeystyping.com,theleftcoaster.com,1
100monkeystyping.com,talkingpointsmemo.com,1
100monkeystyping.com,12thharmonic.com/wordpress,1
100monkeystyping.com,althippo.blogspot.com,1
100monkeystyping.com,beastsbelly.blogspot.com,1
100monkeystyping.com,burntorangereport.com,1
100monkeystyping.com,dogfight04.typepad.com,1
100monkeystyping.com,goose3five.blogspot.com,1
100monkeystyping.com,hereswhatsleft.typepad.com,1
100monkeystyping.com,hereswhatsleft.typepad.com/home,1
100monkeystyping.com,peacegarden.blogspot.com,1
100monkeystyping.com,robschumacher.blogspot.com,1
100monkeystyping.com,markheimonen.blogspot.com,1
12thharmonic.com/wordpress,talkingpointsmemo.com,1
12thharmonic.com/wordpress,amleft.blogspot.com,1
12thharmonic.com/wordpress,needlenose.com,1
12thharmonic.com/wordpress,raedinthemiddle.blogspot.com,1
12thharmonic.com/wordpress,riverbendblog.blogspot.com,1
12thharmonic.com/wordpress,allspinzone.blogspot.com,1
12thharmonic.com/wordpress,msnbc.msn.com/id/3449870,1
12thharmonic.com/wordpress,americablog.org,1
12thharmonic.com/wordpress,reachm.com/amstreet,1
12thharmonic.com/wordpress,atrios.blogspot.com,1
12thharmonic.com/wordpress,bodyandsoul.typepad.com,1
12thharmonic.com/wordpress,corrente.blogspot.com,1
12thharmonic.com/wordpress,dailyhowler.com,1
12thharmonic.com/wordpress,dailykos.com,1
12thharmonic.com/wordpress,davidsirota.com,1
12thharmonic.com/wordpress,electablog.com,1
12thharmonic.com/wordpress,gregpalast.com,1
12thharmonic.com/wordpress,the-hamster.com,1
12thharmonic.com/wordpress,digbysblog.blogspot.com,1
12thharmonic.com/wordpress,patriotboy.blogspot.com,1
12thharmonic.com/wordpress,juancole.com,1
12thharmonic.com/wordpress,kensain.com,1
12thharmonic.com/wordpress,democrats.org/blog,1
12thharmonic.com/wordpress,theleftcoaster.com,1
12thharmonic.com/wordpress,liberaloasis.com,1
12thharmonic.com/wordpress,mahablog.com,1
12thharmonic.com/wordpress,margaretcho.com/blog/blog.htm,1
12thharmonic.com/wordpress,yglesias.typepad.com/matthew,1
12thharmonic.com/wordpress,gisleson.com/blog,1
12thharmonic.com/wordpress,obsidianwings.blogs.com,1
12thharmonic.com/wordpress,oliverwillis.com,1
12thharmonic.com/wordpress,thepoorman.net,1
12thharmonic.com/wordpress,rising-hegemon.blogspot.com,1
12thharmonic.com/wordpress,rittenhouse.blogspot.com,1
12thharmonic.com/wordpress,roadtosurfdom.com,1
12thharmonic.com/wordpress,rooksrant.com,1
12thharmonic.com/wordpress,xnerg.blogspot.com,1
12thharmonic.com/wordpress,stevegilliard.blogspot.com,1
12thharmonic.com/wordpress,talkleft.com,1
12thharmonic.com/wordpress,tbogg.blogspot.com,1
12thharmonic.com/wordpress,thismodernworld.com,1
12thharmonic.com/wordpress,astroturf.uni.cc,1
12thharmonic.com/wordpress,theblueview.blogspot.com,1
12thharmonic.com/wordpress,markheimonen.blogspot.com,1
750volts.blogspot.com,vernsblog.thegillfamily.us:8180,1
750volts.blogspot.com,politicalwire.com,1
750volts.blogspot.com,truthlaidbear.com,1
750volts.blogspot.com,virginiaprogressive.blogspot.com,1
95theses.blogspot.com,whyareweback.blogspot.com,1
abbadabbaduo.blogspot.com,newleftblogs.blogspot.com,1
aboutpolitics.blogspot.com,madkane.com/notable.html,1
aboutpolitics.blogspot.com,anoldsoul.blogspot.com,1
aboutpolitics.blogspot.com,riverbendblog.blogspot.com,1
aboutpolitics.blogspot.com,home.earthlink.net/~fsrhine,1
aboutpolitics.blogspot.com,goose3five.blogspot.com,1
aboutpolitics.blogspot.com,markadams.blogdrive.com,1
aboutpolitics.blogspot.com,atrios.blogspot.com,1
aboutpolitics.blogspot.com,digbysblog.blogspot.com,1
aboutpolitics.blogspot.com,iddybud.blogspot.com,1
aboutpolitics.blogspot.com,robot-invasion.com,1
aboutpolitics.blogspot.com,simbaud.blogspot.com,1
aboutpolitics.blogspot.com,politicalstrategy.org,1
aboutpolitics.blogspot.com,rooksrant.com,1
aboutpolitics.blogspot.com,roxanne.typepad.com,1
aboutpolitics.blogspot.com,seetheforest.blogspot.com,1
aboutpolitics.blogspot.com,shakespearessister.blogspot.com,1
aboutpolitics.blogspot.com,xnerg.blogspot.com,1
aboutpolitics.blogspot.com,suburbanguerrilla.blogspot.com,1
aboutpolitics.blogspot.com,home.earthlink.net/~kevin.omeara,1
aboutpolitics.blogspot.com,digestiblenews.blogspot.com,1
aboutpolitics.blogspot.com,elayneriggs.blogspot.com,1
aboutpolitics.blogspot.com,folkbum.blogspot.com,1
aboutpolitics.blogspot.com,presidentboxer.blogspot.com,1
aboutpolitics.blogspot.com,robschumacher.blogspot.com,1
aboutpolitics.blogspot.com,vocis.com/frank,1
aboutpolitics.blogspot.com,markheimonen.blogspot.com,1
achingandspinning.blogspot.com,talkingpointsmemo.com,1
achingandspinning.blogspot.com,atrios.blogspot.com,1
achingandspinning.blogspot.com,emergingdemocraticmajorityweblog.com/donkeyrising,1
achingandspinning.blogspot.com,dailykos.com,1
achingandspinning.blogspot.com,counterspin.blogspot.com,1
achingandspinning.blogspot.com,wonkette.com,1
achingandspinning.blogspot.com,georgewbush.com,1
achingandspinning.blogspot.com,yglesias.typepad.com/matthew,1
ackackack.com,obsidianwings.blogs.com,1
ackackack.com,dailykos.com,1
ackackack.com,rudepundit.blogspot.com,1
ackackack.com,tbogg.blogspot.com,1
ackackack.com,prospect.org/weblog,1
ackackack.com,yglesias.typepad.com/matthew,1
ackackack.com,talkingpointsmemo.com,1
ackackack.com,thismodernworld.com,1
ackackack.com,atrios.blogspot.com,1
ackackack.com,notgeniuses.com,1
ackackack.com,janegalt.net,1
ackackack.com,billmon.org,1
ackackack.com,nielsenhayden.com/makinglight,1
ackackack.com,jameswolcott.com,1
adamtalib.blogspot.com,iraqthemodel.blogspot.com,1
adviceforlefty.blogspot.com,riverbendblog.blogspot.com,1
adviceforlefty.blogspot.com,bluelemur.com,1
adviceforlefty.blogspot.com,dailykos.com,1
adviceforlefty.blogspot.com,theblueview.blogspot.com,1
agonist.org,billmon.org,1
agonist.org,bodyandsoul.typepad.com,1
agonist.org,nathancallahan.com,1
agonist.org,juancole.com,1
agonist.org,corrente.blogspot.com,1
agonist.org,crookedtimber.org,1
agonist.org,dailykos.com,1
agonist.org,j-bradford-delong.net/movable_type,1
agonist.org,digbysblog.blogspot.com,1
agonist.org,atrios.blogspot.com,1
agonist.org,offthekuff.com/mt,1
agonist.org,washingtonmonthly.com,1
agonist.org,roadtosurfdom.com,1
agonist.org,talkleft.com,1
agonist.org,talkingpointsmemo.com,1
agonist.org,ajbenjaminjr.blogspot.com,1
agonist.org,anoldsoul.blogspot.com,1
agonist.org,blog.dccc.org,1
agonist.org,busybusybusy.com,1
agonist.org,elayneriggs.blogspot.com,1
agonist.org,electablog.com,1
agonist.org,fafblog.blogspot.com,1
agonist.org,higherpieproductions.com,1
agonist.org,lastdaysoftherepublic.fatoprofugus.net,1
agonist.org,liberaloasis.com,1
agonist.org,livejournal.com/users/jmhm,1
agonist.org,ludis.blogspot.com,1
agonist.org,marcbrazeau.blogspot.com,1
agonist.org,mirocat.com,1
agonist.org,newleftblogs.blogspot.com,1
agonist.org,nielsenhayden.com/electrolite,1
agonist.org,nielsenhayden.com/makinglight,1
agonist.org,node707.com,1
agonist.org,norbizness.com,1
